GEOID,NAME,label,top1,top2,top3,pop,pct_nhpi,pct_tot,metro
53053071704,"Census Tract 717.04, Pierce County, Washington",Guamanian or Chamorro,190,66%,4%,190,0.66,0.04,23
15003003603,"Census Tract 36.03, Honolulu County, Hawaii",Marshallese,190,58%,6%,190,0.58,0.06,25
15003007701,"Census Tract 77.01, Honolulu County, Hawaii",Native Hawaiian,190,98%,4%,190,0.98,0.04,25
06037541500,"Census Tract 5415, Los Angeles County, California",Samoan,189,100%,3%,189,1,0.03,11
06037570301,"Census Tract 5703.01, Los Angeles County, California",Samoan,189,100%,2%,189,1,0.02,11
06065043276,"Census Tract 432.76, Riverside County, California",Guamanian or Chamorro,189,100%,5%,189,1,0.05,17
53053073121,"Census Tract 731.21, Pierce County, Washington",Samoan,189,84%,4%,189,0.84,0.04,23
15003008410,"Census Tract 84.10, Honolulu County, Hawaii",Native Hawaiian,189,63%,4%,189,0.63,0.04,25
05007021408,"Census Tract 214.08, Benton County, Arkansas",Marshallese,189,85%,4%,189,0.85,0.04,3
32003002842,"Census Tract 28.42, Clark County, Nevada",Native Hawaiian,189,71%,3%,189,0.71,0.03,10
53053071506,"Census Tract 715.06, Pierce County, Washington",Guamanian or Chamorro,188,90%,4%,188,0.9,0.04,23
15009031402,"Census Tract 314.02, Maui County, Hawaii",Native Hawaiian,188,69%,6%,188,0.69,0.06,9
15009031501,"Census Tract 315.01, Maui County, Hawaii",Tongan,188,87%,8%,188,0.87,0.08,9
32003003006,"Census Tract 30.06, Clark County, Nevada",Native Hawaiian,188,100%,5%,188,1,0.05,10
06037543306,"Census Tract 5433.06, Los Angeles County, California",Samoan,187,55%,2%,187,0.55,0.02,11
06067004801,"Census Tract 48.01, Sacramento County, California",Fijian,187,100%,3%,187,1,0.03,18
41051009603,"Census Tract 96.03, Multnomah County, Oregon",Native Hawaiian,187,88%,5%,187,0.88,0.05,27
06081602500,"Census Tract 6025, San Mateo County, California",Tongan,185,80%,3%,185,0.8,0.03,21
53033026700,"Census Tract 267, King County, Washington",Tongan,185,69%,4%,185,0.69,0.04,23
06037543801,"Census Tract 5438.01, Los Angeles County, California",Samoan,184,88%,3%,184,0.88,0.03,11
15003006809,"Census Tract 68.09, Honolulu County, Hawaii",Marshallese,184,37%,3%,184,0.37,0.03,25
06067004502,"Census Tract 45.02, Sacramento County, California",Fijian,183,95%,3%,183,0.95,0.03,18
06073003115,"Census Tract 31.15, San Diego County, California",Guamanian or Chamorro,183,100%,3%,183,1,0.03,20
06085503313,"Census Tract 5033.13, Santa Clara County, California",Fijian,182,100%,4%,182,1,0.04,22
48201250402,"Census Tract 2504.02, Harris County, Texas",Guamanian or Chamorro,182,60%,1%,182,0.6,0.01,8
48439113516,"Census Tract 1135.16, Tarrant County, Texas",Samoan,181,100%,4%,181,1,0.04,4
15003008907,"Census Tract 89.07, Honolulu County, Hawaii",Native Hawaiian,181,40%,4%,181,0.4,0.04,25
15003010601,"Census Tract 106.01, Honolulu County, Hawaii",Native Hawaiian,181,77%,5%,181,0.77,0.05,25
15003010901,"Census Tract 109.01, Honolulu County, Hawaii",Native Hawaiian,181,77%,6%,181,0.77,0.06,25
53053071503,"Census Tract 715.03, Pierce County, Washington",Guamanian or Chamorro,180,72%,3%,180,0.72,0.03,23
49035113306,"Census Tract 1133.06, Salt Lake County, Utah",Samoan,180,48%,3%,180,0.48,0.03,19
06067007427,"Census Tract 74.27, Sacramento County, California",Fijian,179,87%,2%,179,0.87,0.02,18
06077004104,"Census Tract 41.04, San Joaquin County, California",Fijian,178,100%,5%,178,1,0.05,24
53033026801,"Census Tract 268.01, King County, Washington",Guamanian or Chamorro,178,46%,3%,178,0.46,0.03,23
53033028802,"Census Tract 288.02, King County, Washington",Samoan,178,66%,3%,178,0.66,0.03,23
15003000108,"Census Tract 1.08, Honolulu County, Hawaii",Native Hawaiian,178,90%,6%,178,0.9,0.06,25
49035114300,"Census Tract 1143, Salt Lake County, Utah",Tongan,178,53%,1%,178,0.53,0.01,19
15003006000,"Census Tract 60, Honolulu County, Hawaii",Samoan,177,29%,3%,177,0.29,0.03,25
06067009319,"Census Tract 93.19, Sacramento County, California",Fijian,176,79%,4%,176,0.79,0.04,18
15003008003,"Census Tract 80.03, Honolulu County, Hawaii",Native Hawaiian,176,42%,4%,176,0.42,0.04,25
06067002900,"Census Tract 29, Sacramento County, California",Fijian,175,100%,4%,175,1,0.04,18
41067030803,"Census Tract 308.03, Washington County, Oregon",Marshallese,175,100%,3%,175,1,0.03,27
53061050800,"Census Tract 508, Snohomish County, Washington",Fijian,175,80%,3%,175,0.8,0.03,23
15003010503,"Census Tract 105.03, Honolulu County, Hawaii",Native Hawaiian,175,82%,10%,175,0.82,0.1,25
49035112100,"Census Tract 1121, Salt Lake County, Utah",Tongan,175,90%,2%,175,0.9,0.02,19
06001441602,"Census Tract 4416.02, Alameda County, California",Tongan,174,64%,2%,174,0.64,0.02,21
06071001308,"Census Tract 13.08, San Bernardino County, California",Tongan,174,100%,4%,174,1,0.04,17
06073013503,"Census Tract 135.03, San Diego County, California",Guamanian or Chamorro,174,57%,3%,174,0.57,0.03,20
06077003410,"Census Tract 34.10, San Joaquin County, California",Fijian,174,100%,3%,174,1,0.03,24
53053071705,"Census Tract 717.05, Pierce County, Washington",Samoan,174,75%,4%,174,0.75,0.04,23
06073016503,"Census Tract 165.03, San Diego County, California",Samoan,173,100%,6%,173,1,0.06,20
53033030006,"Census Tract 300.06, King County, Washington",Samoan,173,91%,4%,173,0.91,0.04,23
04013112513,"Census Tract 1125.13, Maricopa County, Arizona",Guamanian or Chamorro,173,100%,2%,173,1,0.02,15
05143010509,"Census Tract 105.09, Washington County, Arkansas",Marshallese,173,100%,2%,173,1,0.02,3
32003005013,"Census Tract 50.13, Clark County, Nevada",Samoan,173,100%,4%,173,1,0.04,10
15003008001,"Census Tract 80.01, Honolulu County, Hawaii",Native Hawaiian,172,49%,9%,172,0.49,0.09,25
53061041805,"Census Tract 418.05, Snohomish County, Washington",Marshallese,171,63%,3%,171,0.63,0.03,23
15003000200,"Census Tract 2, Honolulu County, Hawaii",Native Hawaiian,171,81%,3%,171,0.81,0.03,25
02020000702,"Census Tract 7.02, Anchorage Municipality, Alaska",Samoan,171,70%,3%,171,0.7,0.03,7
32003005854,"Census Tract 58.54, Clark County, Nevada",Samoan,171,54%,2%,171,0.54,0.02,10
06075035202,"Census Tract 352.02, San Francisco County, California",Samoan,170,85%,3%,170,0.85,0.03,21
53033030005,"Census Tract 300.05, King County, Washington",Samoan,170,95%,3%,170,0.95,0.03,23
53033031800,"Census Tract 318, King County, Washington",Native Hawaiian,170,89%,4%,170,0.89,0.04,23
15003007804,"Census Tract 78.04, Honolulu County, Hawaii",Native Hawaiian,170,89%,8%,170,0.89,0.08,25
02020002301,"Census Tract 23.01, Anchorage Municipality, Alaska",Samoan,170,100%,2%,170,1,0.02,7
06065042510,"Census Tract 425.10, Riverside County, California",Tongan,168,100%,3%,168,1,0.03,17
06075023102,"Census Tract 231.02, San Francisco County, California",Samoan,168,61%,4%,168,0.61,0.04,21
06081606200,"Census Tract 6062, San Mateo County, California",Fijian,168,60%,2%,168,0.6,0.02,21
53053063000,"Census Tract 630, Pierce County, Washington",Samoan,168,100%,5%,168,1,0.05,23
15003001903,"Census Tract 19.03, Honolulu County, Hawaii",Native Hawaiian,167,88%,6%,167,0.88,0.06,25
15003002202,"Census Tract 22.02, Honolulu County, Hawaii",Native Hawaiian,167,66%,5%,167,0.66,0.05,25
49035111906,"Census Tract 1119.06, Salt Lake County, Utah",Tongan,167,51%,4%,167,0.51,0.04,19
53053072112,"Census Tract 721.12, Pierce County, Washington",Samoan,166,69%,4%,166,0.69,0.04,23
15003009904,"Census Tract 99.04, Honolulu County, Hawaii",Native Hawaiian,166,67%,3%,166,0.67,0.03,25
32003005318,"Census Tract 53.18, Clark County, Nevada",Native Hawaiian,166,100%,5%,166,1,0.05,10
06067006701,"Census Tract 67.01, Sacramento County, California",Fijian,165,62%,2%,165,0.62,0.02,18
15003006808,"Census Tract 68.08, Honolulu County, Hawaii",Native Hawaiian,165,52%,3%,165,0.52,0.03,25
49035113521,"Census Tract 1135.21, Salt Lake County, Utah",Samoan,165,100%,3%,165,1,0.03,19
49049002000,"Census Tract 20, Utah County, Utah",Samoan,165,77%,2%,165,0.77,0.02,16
53053063501,"Census Tract 635.01, Pierce County, Washington",Guamanian or Chamorro,164,96%,4%,164,0.96,0.04,23
15003003405,"Census Tract 34.05, Honolulu County, Hawaii",Native Hawaiian,164,56%,5%,164,0.56,0.05,25
15003010000,"Census Tract 100, Honolulu County, Hawaii",Samoan,164,51%,5%,164,0.51,0.05,25
15009031405,"Census Tract 314.05, Maui County, Hawaii",Native Hawaiian,164,80%,3%,164,0.8,0.03,9
49035113511,"Census Tract 1135.11, Salt Lake County, Utah",Tongan,164,87%,4%,164,0.87,0.04,19
15003003403,"Census Tract 34.03, Honolulu County, Hawaii",Native Hawaiian,163,42%,3%,163,0.42,0.03,25
06037553601,"Census Tract 5536.01, Los Angeles County, California",Samoan,162,94%,3%,162,0.94,0.03,11
06037572900,"Census Tract 5729, Los Angeles County, California",Samoan,162,100%,3%,162,1,0.03,11
49035112918,"Census Tract 1129.18, Salt Lake County, Utah",Tongan,162,94%,3%,162,0.94,0.03,19
06037211802,"Census Tract 2118.02, Los Angeles County, California",Native Hawaiian,161,100%,4%,161,1,0.04,11
06001440301,"Census Tract 4403.01, Alameda County, California",Tongan,160,62%,2%,160,0.62,0.02,21
06037404802,"Census Tract 4048.02, Los Angeles County, California",Native Hawaiian,160,50%,3%,160,0.5,0.03,11
06067009328,"Census Tract 93.28, Sacramento County, California",Fijian,160,80%,3%,160,0.8,0.03,18
53033030100,"Census Tract 301, King County, Washington",Guamanian or Chamorro,160,100%,2%,160,1,0.02,23
15009031103,"Census Tract 311.03, Maui County, Hawaii",Native Hawaiian,160,53%,2%,160,0.53,0.02,9
02020001732,"Census Tract 17.32, Anchorage Municipality, Alaska",Samoan,160,67%,3%,160,0.67,0.03,7
06013313101,"Census Tract 3131.01, Contra Costa County, California",Samoan,159,100%,2%,159,1,0.02,21
06059087504,"Census Tract 875.04, Orange County, California",Tongan,159,100%,2%,159,1,0.02,11
06073015701,"Census Tract 157.01, San Diego County, California",Samoan,159,98%,2%,159,0.98,0.02,20
06085509302,"Census Tract 5093.02, Santa Clara County, California",Guamanian or Chamorro,159,100%,5%,159,1,0.05,22
53033025806,"Census Tract 258.06, King County, Washington",Fijian,159,71%,3%,159,0.71,0.03,23
53033029801,"Census Tract 298.01, King County, Washington",Native Hawaiian,159,67%,2%,159,0.67,0.02,23
53053063100,"Census Tract 631, Pierce County, Washington",Samoan,159,72%,3%,159,0.72,0.03,23
02020002502,"Census Tract 25.02, Anchorage Municipality, Alaska",Samoan,159,78%,3%,159,0.78,0.03,7
04013523103,"Census Tract 5231.03, Maricopa County, Arizona",Guamanian or Chamorro,158,83%,3%,158,0.83,0.03,15
15003002201,"Census Tract 22.01, Honolulu County, Hawaii",Native Hawaiian,158,31%,4%,158,0.31,0.04,25
15003008925,"Census Tract 89.25, Honolulu County, Hawaii",Tongan,158,33%,2%,158,0.33,0.02,25
32003002814,"Census Tract 28.14, Clark County, Nevada",Native Hawaiian,158,76%,3%,158,0.76,0.03,10
06037211120,"Census Tract 2111.20, Los Angeles County, California",Samoan,157,100%,3%,157,1,0.03,11
06037650902,"Census Tract 6509.02, Los Angeles County, California",Samoan,157,100%,3%,157,1,0.03,11
06067009606,"Census Tract 96.06, Sacramento County, California",Fijian,157,55%,2%,157,0.55,0.02,18
53033011700,"Census Tract 117, King County, Washington",Samoan,157,70%,3%,157,0.7,0.03,23
15003005000,"Census Tract 50, Honolulu County, Hawaii",Samoan,157,35%,3%,157,0.35,0.03,25
15003005400,"Census Tract 54, Honolulu County, Hawaii",Samoan,157,14%,9%,157,0.14,0.09,25
15003006804,"Census Tract 68.04, Honolulu County, Hawaii",Samoan,157,67%,3%,157,0.67,0.03,25
02020001900,"Census Tract 19, Anchorage Municipality, Alaska",Samoan,157,83%,4%,157,0.83,0.04,7
49035112619,"Census Tract 1126.19, Salt Lake County, Utah",Samoan,157,91%,5%,157,0.91,0.05,19
06037211310,"Census Tract 2113.10, Los Angeles County, California",Samoan,156,80%,4%,156,0.8,0.04,11
41051008800,"Census Tract 88, Multnomah County, Oregon",Native Hawaiian,156,93%,4%,156,0.93,0.04,27
49035102701,"Census Tract 1027.01, Salt Lake County, Utah",Samoan,156,51%,3%,156,0.51,0.03,19
06037603802,"Census Tract 6038.02, Los Angeles County, California",Tongan,155,100%,4%,155,1,0.04,11
06059063808,"Census Tract 638.08, Orange County, California",Marshallese,155,69%,3%,155,0.69,0.03,11
06067003203,"Census Tract 32.03, Sacramento County, California",Samoan,155,47%,5%,155,0.47,0.05,18
06067009331,"Census Tract 93.31, Sacramento County, California",Fijian,155,55%,2%,155,0.55,0.02,18
06081601501,"Census Tract 6015.01, San Mateo County, California",Guamanian or Chamorro,155,76%,3%,155,0.76,0.03,21
41051009201,"Census Tract 92.01, Multnomah County, Oregon",Fijian,154,87%,2%,154,0.87,0.02,27
53053071806,"Census Tract 718.06, Pierce County, Washington",Samoan,154,41%,4%,154,0.41,0.04,23
06037293302,"Census Tract 2933.02, Los Angeles County, California",Samoan,153,78%,3%,153,0.78,0.03,11
06067009609,"Census Tract 96.09, Sacramento County, California",Fijian,153,75%,3%,153,0.75,0.03,18
06075026404,"Census Tract 264.04, San Francisco County, California",Tongan,153,100%,5%,153,1,0.05,21
15003000902,"Census Tract 9.02, Honolulu County, Hawaii",Native Hawaiian,153,86%,4%,153,0.86,0.04,25
06065042214,"Census Tract 422.14, Riverside County, California",Samoan,152,100%,2%,152,1,0.02,17
06067007007,"Census Tract 70.07, Sacramento County, California",Samoan,152,53%,3%,152,0.53,0.03,18
06067009639,"Census Tract 96.39, Sacramento County, California",Fijian,152,99%,4%,152,0.99,0.04,18
06071004507,"Census Tract 45.07, San Bernardino County, California",Samoan,152,100%,3%,152,1,0.03,17
53033030003,"Census Tract 300.03, King County, Washington",Samoan,152,100%,2%,152,1,0.02,23
15003007505,"Census Tract 75.05, Honolulu County, Hawaii",Native Hawaiian,151,97%,3%,151,0.97,0.03,25
32003003620,"Census Tract 36.20, Clark County, Nevada",Fijian,151,100%,3%,151,1,0.03,10
06067009634,"Census Tract 96.34, Sacramento County, California",Fijian,150,56%,3%,150,0.56,0.03,18
41067031613,"Census Tract 316.13, Washington County, Oregon",Native Hawaiian,150,100%,2%,150,1,0.02,27
15003007811,"Census Tract 78.11, Honolulu County, Hawaii",Native Hawaiian,150,74%,3%,150,0.74,0.03,25
15003010505,"Census Tract 105.05, Honolulu County, Hawaii",Native Hawaiian,150,79%,5%,150,0.79,0.05,25
15009031601,"Census Tract 316.01, Maui County, Hawaii",Native Hawaiian,150,51%,5%,150,0.51,0.05,9
15009031900,"Census Tract 319, Maui County, Hawaii",Native Hawaiian,150,36%,3%,150,0.36,0.03,9
32003003314,"Census Tract 33.14, Clark County, Nevada",Native Hawaiian,150,100%,2%,150,1,0.02,10
32003005829,"Census Tract 58.29, Clark County, Nevada",Samoan,150,79%,2%,150,0.79,0.02,10
06037572600,"Census Tract 5726, Los Angeles County, California",Samoan,149,55%,3%,149,0.55,0.03,11
06059074005,"Census Tract 740.05, Orange County, California",Samoan,149,100%,2%,149,1,0.02,11
53053072106,"Census Tract 721.06, Pierce County, Washington",Samoan,149,82%,2%,149,0.82,0.02,23
15003006100,"Census Tract 61, Honolulu County, Hawaii",Native Hawaiian,149,71%,3%,149,0.71,0.03,25
49035113411,"Census Tract 1134.11, Salt Lake County, Utah",Tongan,149,68%,5%,149,0.68,0.05,19
53061041704,"Census Tract 417.04, Snohomish County, Washington",Guamanian or Chamorro,148,100%,3%,148,1,0.03,23
15003001300,"Census Tract 13, Honolulu County, Hawaii",Native Hawaiian,148,83%,3%,148,0.83,0.03,25
15003007302,"Census Tract 73.02, Honolulu County, Hawaii",Native Hawaiian,148,94%,3%,148,0.94,0.03,25
15003008909,"Census Tract 89.09, Honolulu County, Hawaii",Native Hawaiian,148,89%,4%,148,0.89,0.04,25
15003009300,"Census Tract 93, Honolulu County, Hawaii",Native Hawaiian,148,25%,3%,148,0.25,0.03,25
02020000202,"Census Tract 2.02, Anchorage Municipality, Alaska",Samoan,148,100%,2%,148,1,0.02,7
06013313203,"Census Tract 3132.03, Contra Costa County, California",Fijian,147,95%,5%,147,0.95,0.05,21
04013115200,"Census Tract 1152, Maricopa County, Arizona",Marshallese,147,92%,5%,147,0.92,0.05,15
15003004300,"Census Tract 43, Honolulu County, Hawaii",Native Hawaiian,147,29%,3%,147,0.29,0.03,25
06001435104,"Census Tract 4351.04, Alameda County, California",Samoan,146,66%,2%,146,0.66,0.02,21
06037403324,"Census Tract 4033.24, Los Angeles County, California",Samoan,146,100%,2%,146,1,0.02,11
48201550601,"Census Tract 5506.01, Harris County, Texas",Native Hawaiian,145,100%,2%,145,1,0.02,8
49035112700,"Census Tract 1127, Salt Lake County, Utah",Samoan,145,72%,2%,145,0.72,0.02,19
06037553602,"Census Tract 5536.02, Los Angeles County, California",Native Hawaiian,144,100%,3%,144,1,0.03,11
06037571504,"Census Tract 5715.04, Los Angeles County, California",Samoan,144,94%,3%,144,0.94,0.03,11
06065043250,"Census Tract 432.50, Riverside County, California",Native Hawaiian,144,100%,2%,144,1,0.02,17
02020000802,"Census Tract 8.02, Anchorage Municipality, Alaska",Samoan,144,79%,3%,144,0.79,0.03,7
06037570800,"Census Tract 5708, Los Angeles County, California",Samoan,143,100%,3%,143,1,0.03,11
06071008002,"Census Tract 80.02, San Bernardino County, California",Samoan,143,58%,2%,143,0.58,0.02,17
53033011200,"Census Tract 112, King County, Washington",Samoan,143,92%,4%,143,0.92,0.04,23
53033029503,"Census Tract 295.03, King County, Washington",Tongan,143,82%,2%,143,0.82,0.02,23
15003009501,"Census Tract 95.01, Honolulu County, Hawaii",Native Hawaiian,143,34%,2%,143,0.34,0.02,25
32003000302,"Census Tract 3.02, Clark County, Nevada",Samoan,143,67%,3%,143,0.67,0.03,10
06001438204,"Census Tract 4382.04, Alameda County, California",Fijian,142,70%,3%,142,0.7,0.03,21
06073013301,"Census Tract 133.01, San Diego County, California",Tongan,142,95%,3%,142,0.95,0.03,20
15003008908,"Census Tract 89.08, Honolulu County, Hawaii",Native Hawaiian,142,58%,2%,142,0.58,0.02,25
49035100600,"Census Tract 1006, Salt Lake County, Utah",Samoan,142,66%,2%,142,0.66,0.02,19
06001441523,"Census Tract 4415.23, Alameda County, California",Tongan,141,89%,3%,141,0.89,0.03,21
06037553801,"Census Tract 5538.01, Los Angeles County, California",Samoan,141,100%,3%,141,1,0.03,11
06073008507,"Census Tract 85.07, San Diego County, California",Guamanian or Chamorro,141,69%,2%,141,0.69,0.02,20
53053062900,"Census Tract 629, Pierce County, Washington",Samoan,141,100%,2%,141,1,0.02,23
15003002402,"Census Tract 24.02, Honolulu County, Hawaii",Native Hawaiian,141,66%,5%,141,0.66,0.05,25
32003003413,"Census Tract 34.13, Clark County, Nevada",Native Hawaiian,141,100%,3%,141,1,0.03,10
06013382000,"Census Tract 3820, Contra Costa County, California",Native Hawaiian,140,100%,2%,140,1,0.02,21
06037910210,"Census Tract 9102.10, Los Angeles County, California",Guamanian or Chamorro,140,100%,2%,140,1,0.02,11
49035100308,"Census Tract 1003.08, Salt Lake County, Utah",Tongan,140,100%,3%,140,1,0.03,19
49035111101,"Census Tract 1111.01, Salt Lake County, Utah",Native Hawaiian,140,85%,2%,140,0.85,0.02,19
06037543202,"Census Tract 5432.02, Los Angeles County, California",Samoan,139,100%,3%,139,1,0.03,11
06059011711,"Census Tract 117.11, Orange County, California",Native Hawaiian,139,100%,2%,139,1,0.02,11
53061051701,"Census Tract 517.01, Snohomish County, Washington",Native Hawaiian,139,86%,2%,139,0.86,0.02,23
15003000107,"Census Tract 1.07, Honolulu County, Hawaii",Native Hawaiian,139,95%,5%,139,0.95,0.05,25
15003002701,"Census Tract 27.01, Honolulu County, Hawaii",Tongan,139,39%,3%,139,0.39,0.03,25
15003004500,"Census Tract 45, Honolulu County, Hawaii",Native Hawaiian,139,80%,2%,139,0.8,0.02,25
15003010701,"Census Tract 107.01, Honolulu County, Hawaii",Native Hawaiian,139,100%,4%,139,1,0.04,25
06071012001,"Census Tract 120.01, San Bernardino County, California",Samoan,138,57%,2%,138,0.57,0.02,17
04013218200,"Census Tract 2182, Maricopa County, Arizona",Samoan,138,100%,2%,138,1,0.02,15
