GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19
Id,Id2,Geography,Total:,Asian Indian,Bangladeshi,Cambodian,"Chinese, except Taiwanese",Filipino,Hmong,Indonesian,Japanese,Korean,Laotian,Malaysian,Pakistani,Sri Lankan,Taiwanese,Thai,Vietnamese,Other Asian,"Other Asian, not specified"
1400000US06037402402,06037402402,"Census Tract 4024.02, Los Angeles County, California",674,60,1,1,154,161,5,22,26,124,12,0,17,0,19,12,47,1,12
1400000US06037402403,06037402403,"Census Tract 4024.03, Los Angeles County, California",992,70,1,7,306,202,1,4,119,102,5,0,6,4,17,20,120,0,8
1400000US06037402404,06037402404,"Census Tract 4024.04, Los Angeles County, California",5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1400000US06037402501,06037402501,"Census Tract 4025.01, Los Angeles County, California",213,19,0,86,7,25,0,4,3,9,18,0,0,0,0,0,35,0,7
1400000US06037402502,06037402502,"Census Tract 4025.02, Los Angeles County, California",674,15,0,260,81,101,0,0,4,3,37,3,0,0,2,1,150,0,17
1400000US06037402600,06037402600,"Census Tract 4026, Los Angeles County, California",214,3,0,0,42,66,0,4,14,19,2,0,0,0,1,5,55,0,3
1400000US06037402702,06037402702,"Census Tract 4027.02, Los Angeles County, California",165,19,0,9,24,25,10,1,2,12,42,0,0,0,0,0,21,0,0
1400000US06037402703,06037402703,"Census Tract 4027.03, Los Angeles County, California",238,6,0,12,36,51,0,2,11,10,27,0,0,0,0,7,70,0,6
1400000US06037402704,06037402704,"Census Tract 4027.04, Los Angeles County, California",365,12,0,15,121,70,0,6,2,16,9,0,1,0,0,5,103,0,5
1400000US06037402801,06037402801,"Census Tract 4028.01, Los Angeles County, California",80,11,0,38,3,3,0,0,4,0,0,0,0,0,0,0,18,0,3
1400000US06037402802,06037402802,"Census Tract 4028.02, Los Angeles County, California",528,15,0,93,184,58,0,4,3,15,6,0,0,0,6,7,116,0,21
1400000US06037402901,06037402901,"Census Tract 4029.01, Los Angeles County, California",435,6,0,134,38,110,0,8,3,7,43,1,5,0,0,2,67,0,11
1400000US06037402902,06037402902,"Census Tract 4029.02, Los Angeles County, California",331,24,0,37,69,109,0,4,5,3,12,0,0,0,8,7,42,0,11
1400000US06037403000,06037403000,"Census Tract 4030, Los Angeles County, California",444,8,0,104,143,46,0,0,3,1,9,0,1,0,4,6,105,0,14
1400000US06037403200,06037403200,"Census Tract 4032, Los Angeles County, California",16,0,0,0,5,1,0,0,2,3,0,0,0,0,0,0,2,0,3
1400000US06037403303,06037403303,"Census Tract 4033.03, Los Angeles County, California",739,36,0,0,262,201,0,4,42,67,8,0,11,6,70,4,28,0,0
1400000US06037403304,06037403304,"Census Tract 4033.04, Los Angeles County, California",2996,220,0,3,1212,295,0,19,146,778,0,0,11,3,260,19,22,0,8
1400000US06037403305,06037403305,"Census Tract 4033.05, Los Angeles County, California",1378,79,0,8,508,130,0,5,54,435,0,0,6,0,114,9,30,0,0
1400000US06037403312,06037403312,"Census Tract 4033.12, Los Angeles County, California",1107,115,0,3,325,317,0,9,70,126,1,0,5,2,53,20,55,0,6
1400000US06037403316,06037403316,"Census Tract 4033.16, Los Angeles County, California",1760,202,3,2,539,335,0,31,140,321,4,1,8,0,86,17,62,0,9
1400000US06037403317,06037403317,"Census Tract 4033.17, Los Angeles County, California",1248,151,0,3,269,503,0,5,55,93,0,0,6,6,41,30,81,5,0
1400000US06037403318,06037403318,"Census Tract 4033.18, Los Angeles County, California",1322,166,1,0,244,551,0,19,53,124,9,0,17,4,16,22,74,0,22
1400000US06037403319,06037403319,"Census Tract 4033.19, Los Angeles County, California",1793,148,0,5,460,274,0,28,63,520,0,1,27,4,154,14,79,10,6
1400000US06037403320,06037403320,"Census Tract 4033.20, Los Angeles County, California",3277,429,0,0,1307,445,0,37,98,438,5,1,29,5,325,24,113,10,11
1400000US06037403321,06037403321,"Census Tract 4033.21, Los Angeles County, California",2046,203,0,5,685,508,0,33,78,262,7,0,10,0,126,11,92,12,14
1400000US06037403322,06037403322,"Census Tract 4033.22, Los Angeles County, California",1413,97,0,0,456,150,0,10,52,500,0,1,13,0,90,12,12,17,3
1400000US06037403323,06037403323,"Census Tract 4033.23, Los Angeles County, California",2359,216,0,0,723,123,0,18,96,881,0,4,13,0,224,16,29,11,5
1400000US06037403324,06037403324,"Census Tract 4033.24, Los Angeles County, California",3901,415,0,14,1379,308,0,41,118,966,0,0,52,0,480,21,71,22,14
1400000US06037403325,06037403325,"Census Tract 4033.25, Los Angeles County, California",1948,118,3,0,589,192,0,17,89,570,1,7,4,0,284,2,59,10,3
1400000US06037403401,06037403401,"Census Tract 4034.01, Los Angeles County, California",2336,121,0,5,978,536,0,13,123,265,0,6,8,3,181,27,64,1,5
1400000US06037403402,06037403402,"Census Tract 4034.02, Los Angeles County, California",1388,46,0,0,645,202,0,9,54,164,0,2,4,9,188,14,34,8,9
1400000US06037403403,06037403403,"Census Tract 4034.03, Los Angeles County, California",3356,151,0,9,1550,429,0,21,154,305,5,2,49,4,517,50,92,5,13
1400000US06037403404,06037403404,"Census Tract 4034.04, Los Angeles County, California",1328,69,0,0,669,163,0,13,74,105,1,0,6,2,165,24,21,4,12
1400000US06037403405,06037403405,"Census Tract 4034.05, Los Angeles County, California",1026,65,0,0,495,172,0,10,28,56,0,3,14,5,118,27,30,3,0
1400000US06037403406,06037403406,"Census Tract 4034.06, Los Angeles County, California",1149,40,0,8,563,141,0,19,41,124,0,3,54,0,117,12,18,5,4
1400000US06037403407,06037403407,"Census Tract 4034.07, Los Angeles County, California",1386,96,0,2,692,187,0,19,33,78,0,0,4,0,181,43,36,10,5
1400000US06037403408,06037403408,"Census Tract 4034.08, Los Angeles County, California",4141,96,0,22,1342,1786,0,36,109,158,43,4,38,1,189,79,213,12,13
1400000US06037403500,06037403500,"Census Tract 4035, Los Angeles County, California",368,23,0,0,171,68,0,0,10,2,0,0,0,0,77,10,6,0,1
1400000US06037403600,06037403600,"Census Tract 4036, Los Angeles County, California",768,28,2,3,284,204,3,24,69,40,1,1,1,3,82,5,16,0,2
1400000US06037403702,06037403702,"Census Tract 4037.02, Los Angeles County, California",380,22,0,6,102,89,0,2,78,9,0,0,6,2,25,6,31,1,1
1400000US06037403703,06037403703,"Census Tract 4037.03, Los Angeles County, California",545,53,0,6,141,162,0,8,60,30,0,0,0,1,38,15,28,3,0
1400000US06037403721,06037403721,"Census Tract 4037.21, Los Angeles County, California",410,16,0,0,103,145,6,12,39,12,0,0,5,0,15,19,36,0,2
1400000US06037403722,06037403722,"Census Tract 4037.22, Los Angeles County, California",386,18,0,0,99,160,0,14,26,2,0,0,10,0,10,7,31,8,1
1400000US06037403801,06037403801,"Census Tract 4038.01, Los Angeles County, California",704,50,0,0,218,246,3,16,44,27,0,0,9,4,22,30,25,9,1
1400000US06037403802,06037403802,"Census Tract 4038.02, Los Angeles County, California",491,90,0,0,86,141,0,3,46,44,0,0,19,0,9,14,33,1,5
1400000US06037403901,06037403901,"Census Tract 4039.01, Los Angeles County, California",188,10,0,0,26,114,0,7,12,3,0,0,0,4,3,9,0,0,0
1400000US06037403902,06037403902,"Census Tract 4039.02, Los Angeles County, California",265,17,0,0,25,138,0,3,43,16,0,0,1,3,0,5,13,0,1
1400000US06037404000,06037404000,"Census Tract 4040, Los Angeles County, California",300,28,0,0,25,139,0,8,50,3,0,0,0,0,10,9,28,0,0
1400000US06037404100,06037404100,"Census Tract 4041, Los Angeles County, California",310,12,0,1,27,166,0,21,14,3,1,0,4,0,1,20,32,0,8
1400000US06037404200,06037404200,"Census Tract 4042, Los Angeles County, California",558,25,0,1,84,264,0,19,63,28,0,0,0,4,24,9,21,4,12
1400000US06037404301,06037404301,"Census Tract 4043.01, Los Angeles County, California",141,9,0,2,9,95,0,4,6,1,0,0,1,0,0,9,4,0,1
1400000US06037404302,06037404302,"Census Tract 4043.02, Los Angeles County, California",71,13,0,0,2,41,0,1,8,0,0,0,0,0,3,0,3,0,0
1400000US06037404401,06037404401,"Census Tract 4044.01, Los Angeles County, California",121,7,0,0,21,49,0,1,23,4,0,0,0,0,0,4,12,0,0
1400000US06037404402,06037404402,"Census Tract 4044.02, Los Angeles County, California",188,18,0,0,5,130,0,6,10,2,0,0,0,1,0,2,13,0,1
1400000US06037404501,06037404501,"Census Tract 4045.01, Los Angeles County, California",61,0,0,0,1,41,0,4,2,7,0,0,0,0,0,0,6,0,0
1400000US06037404502,06037404502,"Census Tract 4045.02, Los Angeles County, California",655,21,0,6,46,491,0,14,16,12,0,0,4,5,0,3,32,0,5
1400000US06037404600,06037404600,"Census Tract 4046, Los Angeles County, California",24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US06037404701,06037404701,"Census Tract 4047.01, Los Angeles County, California",572,4,0,5,256,178,0,1,7,4,4,1,0,0,14,10,80,5,3
1400000US06037404702,06037404702,"Census Tract 4047.02, Los Angeles County, California",963,9,0,17,364,375,0,1,33,5,29,0,0,0,21,15,86,4,4
1400000US06037404703,06037404703,"Census Tract 4047.03, Los Angeles County, California",89,0,0,0,7,50,0,9,0,4,0,0,0,0,0,0,19,0,0
1400000US06037404801,06037404801,"Census Tract 4048.01, Los Angeles County, California",1015,18,0,1,297,470,0,3,15,45,29,0,0,0,11,8,117,1,0
1400000US06037404802,06037404802,"Census Tract 4048.02, Los Angeles County, California",481,6,0,7,94,257,0,3,5,4,4,0,0,0,9,1,90,0,1
1400000US06037404803,06037404803,"Census Tract 4048.03, Los Angeles County, California",172,1,0,0,51,104,0,0,4,2,0,0,0,0,1,1,8,0,0
1400000US06037404901,06037404901,"Census Tract 4049.01, Los Angeles County, California",752,7,0,19,222,289,0,1,1,16,6,5,0,0,13,11,135,13,14
1400000US06037404902,06037404902,"Census Tract 4049.02, Los Angeles County, California",613,1,0,13,190,230,0,0,5,9,5,1,1,0,7,32,119,0,0
1400000US06037404903,06037404903,"Census Tract 4049.03, Los Angeles County, California",515,4,0,7,169,192,0,1,7,0,35,0,0,0,14,4,76,4,2
1400000US06037405001,06037405001,"Census Tract 4050.01, Los Angeles County, California",406,5,0,10,154,147,0,0,18,1,0,0,0,0,6,21,44,0,0
1400000US06037405002,06037405002,"Census Tract 4050.02, Los Angeles County, California",133,0,0,0,38,45,0,0,3,0,0,0,0,0,0,1,41,3,2
1400000US06037405101,06037405101,"Census Tract 4051.01, Los Angeles County, California",670,11,0,12,234,295,0,0,3,1,1,0,0,0,6,12,88,5,2
1400000US06037405102,06037405102,"Census Tract 4051.02, Los Angeles County, California",652,0,0,0,336,178,0,1,23,3,0,0,0,0,17,10,83,1,0
1400000US06037405201,06037405201,"Census Tract 4052.01, Los Angeles County, California",313,3,0,7,96,118,0,7,11,4,1,0,0,0,8,6,51,0,1
1400000US06037405202,06037405202,"Census Tract 4052.02, Los Angeles County, California",474,0,0,14,220,145,0,2,2,5,2,0,0,0,5,4,70,0,5
1400000US06037405203,06037405203,"Census Tract 4052.03, Los Angeles County, California",642,3,0,25,233,227,0,5,4,2,7,0,0,0,13,7,114,0,2
1400000US06037405300,06037405300,"Census Tract 4053, Los Angeles County, California",881,21,0,5,303,230,0,7,41,18,7,1,3,0,18,11,201,14,1
1400000US06037405400,06037405400,"Census Tract 4054, Los Angeles County, California",322,24,0,0,79,133,0,7,25,18,1,0,0,0,0,9,22,3,1
1400000US06037405500,06037405500,"Census Tract 4055, Los Angeles County, California",863,9,0,6,343,221,0,5,48,6,5,0,7,0,19,13,176,1,4
1400000US06037405600,06037405600,"Census Tract 4056, Los Angeles County, California",636,12,0,0,269,131,0,10,36,21,12,0,0,2,36,17,84,1,5
1400000US06037405700,06037405700,"Census Tract 4057, Los Angeles County, California",1072,125,0,8,257,373,0,31,61,34,0,0,0,0,27,35,109,2,10
1400000US06037405800,06037405800,"Census Tract 4058, Los Angeles County, California",465,24,0,5,113,180,0,14,52,16,0,0,2,0,9,2,47,0,1
1400000US06037405900,06037405900,"Census Tract 4059, Los Angeles County, California",285,14,0,0,66,140,0,15,18,5,0,0,0,0,2,6,10,8,1
1400000US06037406000,06037406000,"Census Tract 4060, Los Angeles County, California",406,19,0,0,129,126,0,12,23,23,0,0,0,7,19,0,37,0,11
1400000US06037406101,06037406101,"Census Tract 4061.01, Los Angeles County, California",96,2,0,0,16,34,1,13,14,0,0,0,1,0,6,7,0,0,2
1400000US06037406102,06037406102,"Census Tract 4061.02, Los Angeles County, California",442,45,0,3,63,157,0,23,51,29,3,0,1,15,11,12,11,9,9
1400000US06037406200,06037406200,"Census Tract 4062, Los Angeles County, California",513,43,0,5,148,161,0,7,25,13,6,0,2,15,17,11,45,0,15
1400000US06037406300,06037406300,"Census Tract 4063, Los Angeles County, California",1653,106,0,1,877,145,0,0,36,115,1,3,6,4,251,28,75,4,1
1400000US06037406402,06037406402,"Census Tract 4064.02, Los Angeles County, California",312,4,0,1,115,79,0,3,30,6,0,0,0,0,27,1,39,0,7
1400000US06037406411,06037406411,"Census Tract 4064.11, Los Angeles County, California",245,8,0,0,111,56,0,0,9,1,0,0,0,2,18,3,34,0,3
1400000US06037406412,06037406412,"Census Tract 4064.12, Los Angeles County, California",345,1,0,0,147,61,0,7,36,9,4,0,0,0,24,5,44,7,0
1400000US06037406500,06037406500,"Census Tract 4065, Los Angeles County, California",1012,24,0,10,315,374,0,26,48,20,8,0,0,1,26,21,129,6,4
1400000US06037406601,06037406601,"Census Tract 4066.01, Los Angeles County, California",756,17,0,6,285,232,0,2,40,7,13,0,2,0,19,8,123,2,0
1400000US06037406602,06037406602,"Census Tract 4066.02, Los Angeles County, California",655,12,0,0,210,212,0,2,19,3,0,0,10,3,11,9,160,2,2
1400000US06037406700,06037406700,"Census Tract 4067, Los Angeles County, California",1577,56,0,0,411,540,0,12,53,30,10,0,5,10,72,38,321,4,15
1400000US06037406800,06037406800,"Census Tract 4068, Los Angeles County, California",1184,20,0,0,525,375,0,4,39,9,2,11,0,0,20,9,154,4,12
1400000US06037406900,06037406900,"Census Tract 4069, Los Angeles County, California",846,9,0,19,201,331,0,0,29,10,5,0,0,11,7,16,207,0,1
1400000US06037407001,06037407001,"Census Tract 4070.01, Los Angeles County, California",305,3,0,0,63,108,0,3,2,2,0,0,0,0,2,4,117,0,1
1400000US06037407002,06037407002,"Census Tract 4070.02, Los Angeles County, California",291,0,0,12,90,106,0,1,13,3,0,0,0,0,3,1,59,3,0
1400000US06037407101,06037407101,"Census Tract 4071.01, Los Angeles County, California",224,0,0,0,56,90,0,2,12,7,0,0,0,0,0,7,50,0,0
1400000US06037407102,06037407102,"Census Tract 4071.02, Los Angeles County, California",416,7,0,20,164,95,0,0,7,0,3,0,0,0,15,8,96,0,1
1400000US06037407200,06037407200,"Census Tract 4072, Los Angeles County, California",216,10,0,0,39,112,0,2,7,1,0,0,1,0,4,15,17,0,8
1400000US06037407301,06037407301,"Census Tract 4073.01, Los Angeles County, California",455,1,0,0,122,198,0,1,11,5,5,0,0,0,2,14,87,7,2
1400000US06037407302,06037407302,"Census Tract 4073.02, Los Angeles County, California",209,0,0,4,23,109,0,0,1,3,0,0,0,0,5,5,52,0,7
1400000US06037407400,06037407400,"Census Tract 4074, Los Angeles County, California",602,0,0,1,321,208,0,4,5,0,0,0,0,0,15,7,41,0,0
1400000US06037407500,06037407500,"Census Tract 4075, Los Angeles County, California",839,6,0,7,194,321,0,1,22,16,9,0,0,0,11,9,239,0,4
1400000US06037407600,06037407600,"Census Tract 4076, Los Angeles County, California",577,27,0,3,148,232,0,5,15,22,2,0,0,0,9,0,106,5,3
1400000US06037407701,06037407701,"Census Tract 4077.01, Los Angeles County, California",511,0,0,0,55,277,0,4,4,145,0,0,0,0,0,6,15,0,5
1400000US06037407702,06037407702,"Census Tract 4077.02, Los Angeles County, California",666,13,0,5,233,228,1,5,40,28,0,3,1,2,31,14,62,0,0
1400000US06037407800,06037407800,"Census Tract 4078, Los Angeles County, California",643,19,0,15,79,445,0,0,21,3,0,4,0,0,4,1,37,11,4
1400000US06037407900,06037407900,"Census Tract 4079, Los Angeles County, California",1033,28,0,8,121,653,0,9,28,18,2,0,0,2,9,23,124,0,8
1400000US06037408001,06037408001,"Census Tract 4080.01, Los Angeles County, California",2595,107,0,15,746,1160,0,29,89,81,23,3,22,0,97,48,164,5,6
1400000US06037408002,06037408002,"Census Tract 4080.02, Los Angeles County, California",1848,80,0,3,398,937,0,31,71,60,18,0,11,1,33,65,127,4,9
1400000US06037408101,06037408101,"Census Tract 4081.01, Los Angeles County, California",2322,108,7,8,527,1092,0,15,73,146,21,0,14,24,131,39,97,1,19
1400000US06037408102,06037408102,"Census Tract 4081.02, Los Angeles County, California",605,20,0,2,144,313,0,1,8,19,31,0,9,0,1,6,43,0,8
1400000US06037408132,06037408132,"Census Tract 4081.32, Los Angeles County, California",265,12,0,0,8,184,0,0,14,5,0,0,9,7,3,6,16,0,1
1400000US06037408133,06037408133,"Census Tract 4081.33, Los Angeles County, California",1954,47,0,0,250,1356,0,24,36,63,16,4,14,6,23,25,79,5,6
1400000US06037408134,06037408134,"Census Tract 4081.34, Los Angeles County, California",1374,36,0,8,250,849,0,7,35,38,6,0,9,0,28,10,89,5,4
1400000US06037408135,06037408135,"Census Tract 4081.35, Los Angeles County, California",1890,29,7,3,278,1232,0,7,55,63,0,0,10,0,18,41,123,7,17
1400000US06037408202,06037408202,"Census Tract 4082.02, Los Angeles County, California",122,0,0,6,24,32,0,0,8,4,2,0,0,0,4,28,12,0,2
1400000US06037408211,06037408211,"Census Tract 4082.11, Los Angeles County, California",2395,86,0,7,929,510,0,22,24,556,7,0,2,0,138,31,70,9,4
1400000US06037408212,06037408212,"Census Tract 4082.12, Los Angeles County, California",1663,22,0,5,777,254,0,8,55,320,3,0,0,0,135,17,65,2,0
1400000US06037408301,06037408301,"Census Tract 4083.01, Los Angeles County, California",500,13,0,0,160,172,0,1,16,12,0,0,0,0,0,7,119,0,0
1400000US06037408302,06037408302,"Census Tract 4083.02, Los Angeles County, California",319,4,0,0,101,64,0,1,92,32,0,3,0,0,4,16,0,0,2
1400000US06037408303,06037408303,"Census Tract 4083.03, Los Angeles County, California",416,19,0,12,71,69,0,0,107,83,0,0,0,0,2,26,24,0,3
1400000US06037408401,06037408401,"Census Tract 4084.01, Los Angeles County, California",731,1,0,8,365,119,0,0,40,75,14,0,1,0,57,15,28,0,8
1400000US06037408402,06037408402,"Census Tract 4084.02, Los Angeles County, California",1063,18,0,0,444,56,0,10,138,237,6,0,0,0,117,10,18,5,4
1400000US06037408501,06037408501,"Census Tract 4085.01, Los Angeles County, California",286,13,0,0,113,66,0,4,16,29,0,0,1,0,21,17,5,0,1
1400000US06037408502,06037408502,"Census Tract 4085.02, Los Angeles County, California",2471,66,0,0,1282,133,0,17,153,377,0,4,4,0,369,24,38,0,4
1400000US06037408503,06037408503,"Census Tract 4085.03, Los Angeles County, California",2596,40,0,8,1455,66,0,10,207,296,1,0,0,0,488,10,9,3,3
1400000US06037408601,06037408601,"Census Tract 4086.01, Los Angeles County, California",1373,18,0,11,755,215,0,5,58,153,0,0,0,0,95,21,34,0,8
1400000US06037408623,06037408623,"Census Tract 4086.23, Los Angeles County, California",1272,12,0,0,617,69,0,17,97,208,2,0,0,0,207,13,24,0,6
1400000US06037408624,06037408624,"Census Tract 4086.24, Los Angeles County, California",1752,32,0,1,910,91,0,28,132,242,6,0,3,0,257,10,35,0,5
1400000US06037408625,06037408625,"Census Tract 4086.25, Los Angeles County, California",1647,33,0,5,835,90,0,1,181,209,1,3,0,0,234,13,37,0,5
1400000US06037408626,06037408626,"Census Tract 4086.26, Los Angeles County, California",3201,90,0,13,1637,345,1,40,115,353,8,4,4,0,496,31,56,3,5
1400000US06037408627,06037408627,"Census Tract 4086.27, Los Angeles County, California",1699,37,0,3,987,139,0,2,108,166,0,0,0,0,218,5,29,0,5
1400000US06037408628,06037408628,"Census Tract 4086.28, Los Angeles County, California",3727,48,0,4,1909,164,0,10,226,759,7,0,6,1,533,26,20,5,9
1400000US06037408629,06037408629,"Census Tract 4086.29, Los Angeles County, California",1421,65,0,0,711,19,0,5,98,366,0,0,0,0,147,1,7,0,2
1400000US06037408703,06037408703,"Census Tract 4087.03, Los Angeles County, California",5102,149,0,4,2946,305,1,28,90,503,8,2,5,0,861,24,140,17,19
1400000US06037408704,06037408704,"Census Tract 4087.04, Los Angeles County, California",1555,35,0,1,808,272,0,6,27,242,0,1,2,0,128,16,10,5,2
1400000US06037408705,06037408705,"Census Tract 4087.05, Los Angeles County, California",2799,77,7,11,1280,345,0,34,141,534,0,6,0,0,262,23,64,11,4
1400000US06037408706,06037408706,"Census Tract 4087.06, Los Angeles County, California",840,20,0,0,366,137,0,4,38,153,0,0,0,0,96,11,14,0,1
1400000US06037408721,06037408721,"Census Tract 4087.21, Los Angeles County, California",3019,102,4,16,1360,443,0,32,27,649,4,2,25,4,221,24,43,38,25
1400000US06037408722,06037408722,"Census Tract 4087.22, Los Angeles County, California",1851,36,0,16,904,235,0,16,80,209,2,2,0,0,263,14,55,9,10
1400000US06037408800,06037408800,"Census Tract 4088, Los Angeles County, California",194,15,0,28,20,29,8,0,8,12,0,0,0,2,0,2,67,1,2
1400000US06037430001,06037430001,"Census Tract 4300.01, Los Angeles County, California",854,78,0,5,160,450,0,3,58,14,0,0,5,4,9,15,50,0,3
1400000US06037430002,06037430002,"Census Tract 4300.02, Los Angeles County, California",1129,147,0,2,166,616,0,13,51,43,0,0,16,1,10,21,25,3,15
1400000US06037430101,06037430101,"Census Tract 4301.01, Los Angeles County, California",422,42,0,0,69,226,0,1,26,20,0,0,2,0,6,3,24,0,3
1400000US06037430102,06037430102,"Census Tract 4301.02, Los Angeles County, California",229,22,0,0,29,125,0,4,11,6,3,0,0,3,0,21,5,0,0
1400000US06037430200,06037430200,"Census Tract 4302, Los Angeles County, California",167,45,0,0,60,7,0,2,10,11,0,0,0,0,27,0,1,0,4
1400000US06037430301,06037430301,"Census Tract 4303.01, Los Angeles County, California",197,12,0,0,76,33,0,1,25,10,0,0,0,0,13,10,17,0,0
1400000US06037430302,06037430302,"Census Tract 4303.02, Los Angeles County, California",291,16,3,0,62,91,0,6,47,17,0,0,4,1,14,5,21,0,4
1400000US06037430400,06037430400,"Census Tract 4304, Los Angeles County, California",1536,78,0,0,889,55,0,24,110,126,0,0,3,6,199,27,11,1,7
1400000US06037430501,06037430501,"Census Tract 4305.01, Los Angeles County, California",230,16,0,0,78,20,0,16,56,20,0,0,0,0,14,7,2,0,1
1400000US06037430502,06037430502,"Census Tract 4305.02, Los Angeles County, California",337,21,2,0,116,60,0,2,67,25,0,0,0,0,19,7,13,2,3
1400000US06037430600,06037430600,"Census Tract 4306, Los Angeles County, California",1646,102,0,1,944,69,0,12,95,109,1,0,16,3,255,20,14,0,5
1400000US06037430701,06037430701,"Census Tract 4307.01, Los Angeles County, California",1771,44,0,0,1010,76,0,24,180,68,0,9,4,0,314,9,28,0,5
1400000US06037430721,06037430721,"Census Tract 4307.21, Los Angeles County, California",1128,66,0,0,644,56,0,11,69,83,0,2,0,0,146,8,20,5,18
1400000US06037430723,06037430723,"Census Tract 4307.23, Los Angeles County, California",1409,67,0,0,875,39,0,50,48,159,0,0,3,4,112,14,12,15,11
1400000US06037430724,06037430724,"Census Tract 4307.24, Los Angeles County, California",1713,63,0,0,1078,49,0,18,102,213,0,0,8,4,153,6,8,9,2
1400000US06037430801,06037430801,"Census Tract 4308.01, Los Angeles County, California",3191,84,0,3,2085,134,0,29,76,283,2,0,0,3,422,32,20,6,12
1400000US06037430802,06037430802,"Census Tract 4308.02, Los Angeles County, California",1947,30,0,9,1181,74,0,19,97,160,0,2,0,0,298,27,24,12,14
1400000US06037430803,06037430803,"Census Tract 4308.03, Los Angeles County, California",2440,80,0,9,1366,45,0,17,117,224,0,4,8,1,513,9,32,11,4
1400000US06037430900,06037430900,"Census Tract 4309, Los Angeles County, California",917,59,1,5,309,310,0,18,70,37,0,4,6,1,35,34,19,8,1
1400000US06037431001,06037431001,"Census Tract 4310.01, Los Angeles County, California",328,49,0,0,57,134,0,11,28,15,0,0,2,5,7,8,11,0,1
1400000US06037431002,06037431002,"Census Tract 4310.02, Los Angeles County, California",228,24,0,0,63,73,0,6,27,6,0,0,1,5,4,1,18,0,0
1400000US06037431100,06037431100,"Census Tract 4311, Los Angeles County, California",398,7,3,6,121,193,0,6,34,13,0,0,0,0,3,1,8,1,2
1400000US06037431200,06037431200,"Census Tract 4312, Los Angeles County, California",188,3,0,0,62,62,0,1,9,10,0,0,0,5,12,2,21,0,1
1400000US06037431300,06037431300,"Census Tract 4313, Los Angeles County, California",251,10,0,3,116,46,0,5,9,28,0,0,8,0,8,7,11,0,0
1400000US06037431400,06037431400,"Census Tract 4314, Los Angeles County, California",765,57,0,0,378,96,0,10,28,33,0,0,6,13,76,4,57,2,5
1400000US06037431500,06037431500,"Census Tract 4315, Los Angeles County, California",2094,73,0,15,1200,259,0,28,114,66,0,0,4,0,93,27,204,0,11
1400000US06037431600,06037431600,"Census Tract 4316, Los Angeles County, California",1945,27,0,0,1221,27,0,21,56,66,0,0,0,2,487,10,14,7,7
1400000US06037431700,06037431700,"Census Tract 4317, Los Angeles County, California",3542,27,6,0,2029,35,0,24,129,157,0,3,8,10,984,29,72,7,22
1400000US06037431800,06037431800,"Census Tract 4318, Los Angeles County, California",2047,21,0,1,1398,79,0,19,82,92,0,1,0,0,306,10,33,0,5
1400000US06037431900,06037431900,"Census Tract 4319, Los Angeles County, California",1228,12,0,0,778,49,0,22,58,38,1,0,0,7,179,5,64,9,6
1400000US06037432000,06037432000,"Census Tract 4320, Los Angeles County, California",2764,33,0,6,1807,85,0,27,68,178,0,1,0,0,380,26,119,10,24
1400000US06037432101,06037432101,"Census Tract 4321.01, Los Angeles County, California",1472,8,0,16,938,74,0,12,79,67,0,5,0,0,116,15,127,2,13
1400000US06037432102,06037432102,"Census Tract 4321.02, Los Angeles County, California",2006,10,0,3,1229,64,1,10,112,107,0,0,0,2,246,46,153,10,13
1400000US06037432201,06037432201,"Census Tract 4322.01, Los Angeles County, California",1882,23,0,41,1083,62,0,6,83,17,0,0,0,0,64,24,435,32,12
1400000US06037432202,06037432202,"Census Tract 4322.02, Los Angeles County, California",1792,28,0,18,1115,106,0,10,41,27,0,0,0,0,39,30,367,9,2
1400000US06037432300,06037432300,"Census Tract 4323, Los Angeles County, California",1058,10,0,11,623,129,0,5,23,32,0,0,0,0,15,2,203,3,2
1400000US06037432401,06037432401,"Census Tract 4324.01, Los Angeles County, California",985,6,0,26,590,52,0,0,9,23,0,0,0,0,14,6,259,0,0
1400000US06037432402,06037432402,"Census Tract 4324.02, Los Angeles County, California",1372,20,0,13,736,80,0,11,7,1,2,0,0,0,38,8,441,10,5
1400000US06037432500,06037432500,"Census Tract 4325, Los Angeles County, California",1638,11,0,49,893,100,0,2,31,15,0,0,2,0,76,6,418,18,17
1400000US06037432601,06037432601,"Census Tract 4326.01, Los Angeles County, California",1574,14,0,10,870,75,0,9,17,7,0,0,0,0,49,15,506,1,1
1400000US06037432602,06037432602,"Census Tract 4326.02, Los Angeles County, California",1344,7,0,26,612,146,0,1,15,11,1,0,0,0,21,38,440,12,14
1400000US06037432700,06037432700,"Census Tract 4327, Los Angeles County, California",634,0,0,0,404,23,0,4,5,7,0,0,2,0,11,9,165,0,4
1400000US06037432801,06037432801,"Census Tract 4328.01, Los Angeles County, California",204,2,0,0,123,0,0,0,4,6,21,0,0,0,3,0,45,0,0
